Temperature,Humidity,Sunlight,Moisture,Air Quality,Output
26,51,1,74,10,MOUSAMBI
20,60,1,59,34,DRAGONFRUIT
23,65,1,58,18,APPLE
26,69,1,73,195,ORANGE
26,58,1,62,111,ORANGE
24,56,1,74,44,MOUSAMBI
25,78,1,17,29,MANGO
20,62,1,62,95,KIWI
24,58,1,57,36,APPLE
38,56,1,54,89,GRAPE
29,65,1,52,151,BANANA
25,60,0,76,85,STRAWBERRY
27,68,0,71,47,JAMUN
21,68,0,71,96,STRAWBERRY
20,67,1,62,46,DRAGONFRUIT
23,60,1,71,18,KIWI
28,53,1,56,70,GRAPE
42,65,1,56,51,GRAPE
30,67,0,56,93,LEMON
15,63,0,74,66,STRAWBERRY
25,67,0,65,180,JAMUN
28,50,1,70,56,ORANGE
30,62,1,52,131,ORANGE
21,58,1,70,19,APPLE
25,62,1,64,92,DRAGONFRUIT
24,74,1,31,13,MANGO
23,70,1,66,60,KIWI
34,70,0,69,137,JAMUN
30,80,0,79,47,JAMUN
16,67,1,59,11,GRAPE
33,80,0,69,35,JAMUN
23,73,1,53,80,GUAVA
26,78,1,27,79,MANGO
42,58,1,55,59,GRAPE
17,65,0,58,44,BLUEBERRY
33,64,0,80,78,JAMUN
30,63,1,25,69,MANGO
31,65,0,65,191,JAMUN
26,60,0,70,190,JAMUN
19,52,0,70,16,CHERRIES
29,65,1,21,80,MANGO
27,63,1,52,36,MOUSAMBI
26,68,0,75,151,JAMUN
27,55,0,70,53,LEMON
32,62,1,56,124,BANANA
21,55,0,50,78,BLUEBERRY
25,69,0,69,92,BLUEBERRY
28,62,1,66,88,DRAGONFRUIT
27,69,1,51,170,BANANA
18,60,1,68,36,BANANA
20,56,1,54,46,GRAPE
27,59,1,69,65,MOUSAMBI
22,70,1,61,90,KIWI
17,50,0,72,15,STRAWBERRY
20,67,1,53,200,PEAR
28,68,1,52,19,DRAGONFRUIT
25,63,0,72,20,STRAWBERRY
38,65,1,65,95,BANANA
26,57,1,60,127,ORANGE
14,70,1,71,27,PEAR
30,62,1,58,19,MOUSAMBI
23,57,0,53,42,CHERRIES
17,52,1,74,50,POMEGRANATE
20,64,0,76,49,STRAWBERRY
30,72,1,64,97,GUAVA
24,59,1,51,41,APPLE
17,59,0,73,75,STRAWBERRY
23,67,1,69,46,APPLE
30,75,1,70,82,DRAGONFRUIT
30,77,1,53,179,GUAVA
18,54,0,73,89,CHERRIES
34,80,0,79,37,JAMUN
29,57,0,51,79,BLUEBERRY
28,50,1,61,79,MOUSAMBI
30,77,1,59,63,DRAGONFRUIT
28,72,1,70,87,DRAGONFRUIT
22,74,1,64,68,DRAGONFRUIT
25,53,0,69,88,LEMON
19,64,1,60,13,PEAR
26,75,1,54,46,GUAVA
22,65,0,66,96,LEMON
22,71,1,57,55,KIWI
28,72,1,22,14,MANGO
29,58,1,63,73,POMEGRANATE
22,63,0,75,38,BLUEBERRY
26,63,1,72,166,GUAVA
36,59,1,67,13,GRAPE
21,59,0,63,44,LEMON
15,59,1,74,82,PEAR
28,57,0,68,53,LEMON
28,74,1,52,74,GUAVA
20,56,0,61,49,CHERRIES
15,59,1,79,79,POMEGRANATE
23,76,1,61,10,GUAVA
24,68,1,74,50,APPLE
34,60,1,59,161,BANANA
26,60,1,33,93,MANGO
25,70,0,79,131,JAMUN
34,79,0,74,119,JAMUN
21,76,1,50,159,KIWI
23,53,1,69,96,MOUSAMBI
28,69,1,53,122,GUAVA
25,52,0,75,41,LEMON
22,65,1,59,18,APPLE
30,64,0,63,17,BLUEBERRY
29,55,1,51,47,MOUSAMBI
28,51,1,59,97,GRAPE
15,48,1,61,81,POMEGRANATE
25,58,1,59,71,ORANGE
26,65,1,71,16,MOUSAMBI
22,79,1,73,200,KIWI
29,71,1,55,73,DRAGONFRUIT
30,70,1,64,200,GUAVA
17,57,0,78,94,STRAWBERRY
19,68,0,75,44,STRAWBERRY
22,51,1,54,42,PEAR
24,79,1,17,29,MANGO
20,69,1,63,85,DRAGONFRUIT
23,60,1,50,47,APPLE
21,64,1,55,46,MOUSAMBI
20,78,1,69,14,DRAGONFRUIT
21,63,1,75,68,PEAR
27,77,1,54,118,BANANA
15,60,1,55,76,POMEGRANATE
17,54,0,70,35,STRAWBERRY
28,67,1,73,113,ORANGE
23,69,1,68,133,PEAR
21,70,1,68,128,PEAR
28,75,0,70,16,JAMUN
34,57,1,60,52,POMEGRANATE
26,60,1,58,42,POMEGRANATE
22,47,1,54,74,POMEGRANATE
30,76,1,24,62,MANGO
27,66,1,50,83,MOUSAMBI
27,67,1,59,180,ORANGE
25,60,1,59,22,GRAPE
30,55,1,64,13,POMEGRANATE
23,46,1,50,15,POMEGRANATE
25,54,0,70,78,STRAWBERRY
37,50,1,50,84,GRAPE
27,57,0,65,42,BLUEBERRY
24,74,1,68,96,GUAVA
34,51,1,74,56,POMEGRANATE
19,63,0,77,67,STRAWBERRY
27,71,0,62,121,JAMUN
26,62,1,20,17,MANGO
18,53,0,72,51,BLUEBERRY
24,61,1,55,164,GUAVA
23,64,1,64,12,APPLE
26,63,1,71,19,MOUSAMBI
24,70,1,53,61,BANANA
20,62,1,62,116,GUAVA
22,64,0,68,29,CHERRIES
29,59,1,59,40,POMEGRANATE
29,67,1,56,69,MOUSAMBI
21,80,1,69,154,GUAVA
17,58,0,66,24,BLUEBERRY
23,62,0,51,33,BLUEBERRY
17,60,0,69,63,BLUEBERRY
25,51,0,76,78,STRAWBERRY
18,51,0,50,49,BLUEBERRY
21,68,1,65,76,GRAPE
25,70,0,80,29,STRAWBERRY
18,58,1,52,74,PEAR
39,53,1,59,35,GRAPE
24,65,1,57,22,APPLE
20,58,1,61,59,GRAPE
24,63,0,70,67,STRAWBERRY
32,40,1,79,85,POMEGRANATE
25,66,0,55,77,LEMON
21,68,0,68,72,BLUEBERRY
28,63,1,63,73,MOUSAMBI
45,55,1,55,47,GRAPE
29,76,1,67,56,GUAVA
35,64,1,67,91,GRAPE
28,64,0,80,167,JAMUN
33,80,0,76,84,JAMUN
20,50,0,56,53,LEMON
36,67,1,67,89,GRAPE
23,53,1,57,89,POMEGRANATE
13,69,1,52,29,BANANA
27,70,0,73,99,JAMUN
21,60,0,61,60,CHERRIES
31,68,1,50,96,BANANA
20,57,0,75,40,LEMON
21,53,1,52,17,MOUSAMBI
24,64,1,65,67,DRAGONFRUIT
29,56,1,68,122,ORANGE
24,51,0,66,21,LEMON
28,76,1,50,21,DRAGONFRUIT
35,45,1,51,36,POMEGRANATE
28,55,0,54,17,BLUEBERRY
25,52,0,56,86,CHERRIES
25,55,1,67,49,GRAPE
28,76,1,24,93,MANGO
25,55,0,59,26,CHERRIES
30,66,0,80,73,JAMUN
40,68,1,52,59,GRAPE
15,62,1,65,86,KIWI
19,68,0,73,94,STRAWBERRY
22,63,1,75,97,MOUSAMBI
34,68,1,70,77,BANANA
18,66,1,52,10,PEAR
18,57,0,51,49,CHERRIES
15,79,1,72,135,KIWI
30,70,1,65,10,MOUSAMBI
29,70,1,60,76,ORANGE
20,65,1,68,173,GUAVA
18,62,0,50,35,CHERRIES
28,53,1,58,26,POMEGRANATE
20,50,0,74,42,STRAWBERRY
19,64,0,61,88,CHERRIES
31,61,0,62,179,JAMUN
20,63,1,64,70,MOUSAMBI
30,80,1,24,61,MANGO
26,55,1,56,93,GRAPE
20,62,1,60,72,GRAPE
30,61,1,59,32,MOUSAMBI
25,80,0,64,110,JAMUN
32,71,1,63,101,BANANA
30,60,0,58,81,BLUEBERRY
28,71,1,29,74,MANGO
28,62,1,70,88,GRAPE
18,62,0,72,85,CHERRIES
14,76,1,56,39,KIWI
17,66,0,52,63,BLUEBERRY
30,55,1,68,164,ORANGE
24,64,1,54,26,APPLE
19,66,1,50,112,PEAR
27,63,1,59,97,GRAPE
26,70,0,69,23,JAMUN
23,55,1,64,50,APPLE
30,59,1,69,123,ORANGE
26,62,0,61,67,LEMON
29,67,1,28,93,MANGO
29,60,1,27,71,MANGO
24,54,0,69,41,CHERRIES
20,60,0,53,16,BLUEBERRY
37,57,1,70,48,GRAPE
23,64,1,63,155,KIWI
24,78,1,15,98,MANGO
28,74,1,50,96,DRAGONFRUIT
19,57,0,58,28,BLUEBERRY
23,66,0,58,59,LEMON
26,66,1,75,135,ORANGE
14,60,1,57,21,PEAR
22,51,1,54,46,APPLE
23,59,1,75,149,PEAR
17,76,1,72,122,KIWI
29,78,0,79,102,JAMUN
27,76,0,62,164,JAMUN
28,65,0,69,77,JAMUN
28,64,0,66,20,BLUEBERRY
19,70,1,61,134,KIWI
19,54,1,71,194,PEAR
19,64,1,68,69,BANANA
25,65,1,57,75,DRAGONFRUIT
19,65,0,74,32,CHERRIES
22,67,0,67,87,LEMON
16,65,0,71,74,STRAWBERRY
24,68,1,74,162,KIWI
24,71,1,57,187,BANANA
28,58,1,69,82,GRAPE
14,63,1,53,26,PEAR
30,56,1,51,172,ORANGE
27,64,1,28,81,MANGO
23,49,1,69,20,POMEGRANATE
29,72,1,60,144,BANANA
21,57,1,57,47,APPLE
30,67,0,72,11,BLUEBERRY
28,52,1,60,187,ORANGE
24,62,1,50,87,BANANA
30,60,0,57,97,BLUEBERRY
22,75,1,53,55,DRAGONFRUIT
23,80,1,61,40,GUAVA
18,63,1,67,13,KIWI
21,62,1,71,13,APPLE
20,58,1,52,39,POMEGRANATE
30,52,1,70,148,ORANGE
25,65,1,57,76,MOUSAMBI
27,63,0,63,24,BLUEBERRY
20,64,1,62,142,GUAVA
19,68,1,53,11,PEAR
22,57,0,66,33,LEMON
23,78,1,53,12,DRAGONFRUIT
30,73,1,74,156,GUAVA
24,66,1,26,50,MANGO
35,75,0,67,69,JAMUN
30,41,1,61,96,POMEGRANATE
21,70,1,58,26,BANANA
25,54,0,70,85,STRAWBERRY
23,70,1,64,18,APPLE
23,51,1,64,122,PEAR
30,69,0,59,72,BLUEBERRY
27,63,1,69,192,ORANGE
23,64,1,68,49,MOUSAMBI
22,79,1,74,45,GUAVA
30,75,0,73,176,JAMUN
23,52,1,73,15,APPLE
17,66,1,75,189,PEAR
29,58,1,54,19,GRAPE
24,67,1,55,40,APPLE
25,44,1,53,82,POMEGRANATE
25,63,1,24,23,MANGO
22,49,1,73,55,POMEGRANATE
18,56,1,65,170,PEAR
40,69,1,59,74,GRAPE
24,42,1,73,13,POMEGRANATE
23,80,1,52,46,DRAGONFRUIT
44,53,1,59,77,GRAPE
20,61,1,64,190,PEAR
37,67,1,59,61,BANANA
27,78,1,64,69,GUAVA
29,72,1,69,119,GUAVA
34,61,0,71,43,JAMUN
27,66,1,17,14,MANGO
27,58,1,53,80,MOUSAMBI
21,63,1,74,16,PEAR
21,52,1,55,76,PEAR
15,42,1,72,20,POMEGRANATE
28,66,1,58,30,GUAVA
30,55,1,67,44,MOUSAMBI
21,63,1,63,143,BANANA
26,66,0,68,84,BLUEBERRY
32,66,1,55,134,BANANA
18,64,0,74,82,CHERRIES
29,69,1,22,92,MANGO
26,57,1,69,38,ORANGE
23,62,1,60,16,DRAGONFRUIT
27,61,1,52,42,GRAPE
21,55,0,59,90,LEMON
15,64,1,75,44,PEAR
25,51,0,72,82,CHERRIES
14,67,1,64,47,KIWI
28,65,1,66,57,DRAGONFRUIT
21,55,0,74,16,BLUEBERRY
26,60,0,68,188,JAMUN
40,63,1,54,50,GRAPE
23,63,1,73,37,APPLE
21,60,1,54,146,KIWI
26,52,1,77,100,POMEGRANATE
24,53,1,65,27,APPLE
27,44,1,50,58,POMEGRANATE
15,61,1,66,120,KIWI
30,66,1,56,24,MOUSAMBI
19,63,1,62,165,BANANA
27,61,1,73,14,MOUSAMBI
17,64,0,65,72,BLUEBERRY
21,62,1,69,30,APPLE
26,54,1,67,87,ORANGE
30,50,0,75,10,LEMON
25,63,1,74,118,ORANGE
22,61,1,73,37,APPLE
18,57,0,73,16,STRAWBERRY
22,68,0,80,87,STRAWBERRY
29,63,1,18,75,MANGO
31,60,1,61,73,POMEGRANATE
35,75,0,64,116,JAMUN
25,66,0,59,60,LEMON
18,51,0,67,34,BLUEBERRY
30,77,1,16,16,MANGO
26,61,1,20,13,MANGO
14,72,1,70,95,KIWI
29,74,1,66,59,DRAGONFRUIT
28,70,0,68,27,LEMON
29,79,0,68,160,JAMUN
22,60,0,69,54,CHERRIES
22,61,0,72,46,BLUEBERRY
18,69,0,56,68,BLUEBERRY
25,57,1,57,47,ORANGE
27,61,1,59,18,DRAGONFRUIT
21,56,1,57,54,MOUSAMBI
21,56,1,69,46,APPLE
34,52,1,60,35,POMEGRANATE
27,50,1,66,90,POMEGRANATE
24,69,1,53,23,APPLE
28,55,1,68,85,GRAPE
28,64,1,55,23,DRAGONFRUIT
28,63,1,51,69,ORANGE
24,77,1,19,17,MANGO
26,65,1,75,185,ORANGE
23,68,0,53,66,BLUEBERRY
29,72,1,70,86,BANANA
23,69,1,57,113,KIWI
32,73,0,69,35,JAMUN
16,69,1,69,45,BANANA
15,69,1,57,188,BANANA
20,68,1,55,34,GRAPE
23,60,1,62,180,BANANA
27,64,0,74,66,BLUEBERRY
24,53,0,57,76,CHERRIES
27,52,1,77,56,POMEGRANATE
23,63,1,60,149,GUAVA
25,54,0,65,83,CHERRIES
28,54,0,66,96,BLUEBERRY
24,76,1,69,81,DRAGONFRUIT
32,71,1,64,24,BANANA
20,44,1,59,91,POMEGRANATE
30,60,0,62,200,JAMUN
22,40,1,75,53,POMEGRANATE
22,55,1,71,27,APPLE
26,77,1,56,26,DRAGONFRUIT
34,52,1,52,64,POMEGRANATE
29,62,1,63,76,DRAGONFRUIT
27,70,1,70,31,GRAPE
16,64,0,56,29,CHERRIES
20,60,1,65,83,PEAR
31,63,0,73,127,JAMUN
29,59,0,69,91,LEMON
19,66,0,77,13,STRAWBERRY
21,80,1,75,163,KIWI
17,63,0,63,48,BLUEBERRY
29,60,1,54,50,MOUSAMBI
25,72,1,16,72,MANGO
18,64,0,58,21,BLUEBERRY
28,74,1,35,67,MANGO
29,57,0,55,53,BLUEBERRY
24,57,1,74,55,POMEGRANATE
20,55,1,70,71,PEAR
16,67,1,50,25,GRAPE
15,54,0,52,66,CHERRIES
25,60,0,63,34,LEMON
22,73,1,68,56,GUAVA
34,60,1,57,47,POMEGRANATE
16,57,0,75,97,STRAWBERRY
23,60,1,66,159,KIWI
14,74,1,55,91,KIWI
34,74,0,79,69,JAMUN
22,57,0,64,82,LEMON
28,73,1,50,95,DRAGONFRUIT
15,64,0,66,39,CHERRIES
23,54,0,75,20,CHERRIES
27,55,0,53,47,BLUEBERRY
31,60,0,76,79,JAMUN
14,80,1,55,71,KIWI
25,65,0,70,47,STRAWBERRY
27,75,0,65,34,JAMUN
28,70,0,73,89,LEMON
19,60,1,52,175,KIWI
20,51,0,58,62,CHERRIES
20,68,1,60,84,DRAGONFRUIT
32,51,1,74,70,POMEGRANATE
20,69,0,53,38,LEMON
21,70,1,50,14,APPLE
23,62,1,57,43,GRAPE
28,76,1,32,42,MANGO
33,77,0,78,161,JAMUN
27,80,1,70,75,GUAVA
16,65,0,76,80,STRAWBERRY
23,58,0,52,52,BLUEBERRY
18,67,0,72,54,BLUEBERRY
25,45,1,52,65,POMEGRANATE
22,58,1,79,39,POMEGRANATE
30,56,1,60,170,ORANGE
24,70,1,18,34,MANGO
42,60,1,50,50,GRAPE
24,51,0,54,19,LEMON
20,64,0,64,40,CHERRIES
18,51,0,52,63,CHERRIES
19,72,1,61,38,KIWI
15,64,1,61,124,PEAR
22,51,1,69,19,APPLE
32,73,0,62,118,JAMUN
21,63,1,66,78,MOUSAMBI
26,62,1,70,175,ORANGE
29,57,1,56,190,ORANGE
20,66,1,53,16,KIWI
18,79,1,55,194,KIWI
27,62,0,60,38,BLUEBERRY
27,63,1,50,60,ORANGE
20,72,1,59,66,GUAVA
24,69,1,61,175,GUAVA
23,49,1,54,84,POMEGRANATE
29,76,1,64,98,DRAGONFRUIT
20,61,0,65,24,LEMON
31,79,1,57,52,BANANA
20,60,1,62,43,MOUSAMBI
24,64,1,31,17,MANGO
20,49,1,79,13,POMEGRANATE
29,71,0,62,10,JAMUN
20,65,1,62,23,GRAPE
18,58,0,71,95,BLUEBERRY
28,79,1,54,92,GUAVA
34,64,1,58,192,BANANA
21,54,0,74,80,STRAWBERRY
15,62,1,63,52,GRAPE
29,58,0,66,38,LEMON
29,64,1,33,21,MANGO
21,80,1,64,149,KIWI
24,75,1,62,30,DRAGONFRUIT
20,58,0,74,27,STRAWBERRY
16,70,0,73,59,STRAWBERRY
28,51,1,57,107,ORANGE
20,68,0,71,47,LEMON
25,60,0,65,88,JAMUN
18,53,0,73,86,STRAWBERRY
34,77,1,52,200,BANANA
23,65,0,52,19,LEMON
22,65,0,80,81,STRAWBERRY
27,65,1,69,52,ORANGE
19,69,1,62,118,BANANA
21,80,1,72,20,GUAVA
18,62,0,78,53,STRAWBERRY
23,51,0,62,87,BLUEBERRY
30,73,1,64,26,BANANA
21,68,1,54,182,BANANA
30,53,0,70,87,LEMON
32,70,0,74,65,JAMUN
36,71,1,62,136,BANANA
35,71,1,67,163,BANANA
25,51,1,50,69,MOUSAMBI
25,66,0,72,96,STRAWBERRY
25,58,0,52,48,CHERRIES
25,76,1,32,17,MANGO
21,61,1,55,43,DRAGONFRUIT
15,51,1,55,107,PEAR
17,62,1,69,134,PEAR
29,80,0,63,41,JAMUN
40,61,1,63,99,GRAPE
18,61,1,66,110,KIWI
28,69,0,52,81,BLUEBERRY
30,75,1,35,82,MANGO
24,51,1,63,95,POMEGRANATE
30,74,0,75,153,JAMUN
23,52,0,75,44,STRAWBERRY
30,67,1,60,32,MOUSAMBI
33,60,0,78,148,JAMUN
30,71,1,51,65,BANANA
15,79,1,60,174,KIWI
17,61,0,63,26,BLUEBERRY
22,62,0,68,17,BLUEBERRY
24,52,1,64,59,MOUSAMBI
20,64,0,77,42,STRAWBERRY
27,50,0,74,32,BLUEBERRY
23,67,1,53,36,APPLE
19,58,1,54,172,PEAR
18,69,0,55,19,BLUEBERRY
23,67,1,61,29,APPLE
20,67,1,68,34,MOUSAMBI
37,60,1,60,84,GRAPE
29,55,1,51,45,MOUSAMBI
21,68,0,74,70,BLUEBERRY
16,79,1,60,48,KIWI
23,60,1,65,27,DRAGONFRUIT
30,69,1,59,81,DRAGONFRUIT
26,62,1,71,189,GUAVA
20,79,1,69,11,KIWI
29,63,0,74,63,BLUEBERRY
14,56,1,71,97,PEAR
25,53,1,52,160,ORANGE
31,71,1,56,84,BANANA
27,67,1,72,79,MOUSAMBI
28,75,1,20,51,MANGO
29,72,0,73,81,JAMUN
30,59,0,75,85,LEMON
24,63,1,52,43,MOUSAMBI
28,74,1,70,53,BANANA
16,79,1,73,191,KIWI
20,61,1,54,26,DRAGONFRUIT
22,51,1,59,10,APPLE
30,55,1,53,23,MOUSAMBI
21,54,0,50,60,BLUEBERRY
26,51,1,57,67,POMEGRANATE
24,54,1,65,23,APPLE
25,71,1,63,80,DRAGONFRUIT
32,66,1,66,91,BANANA
21,66,1,75,30,APPLE
28,65,1,63,89,MOUSAMBI
23,57,0,77,72,STRAWBERRY
24,58,0,64,25,BLUEBERRY
25,51,1,55,127,ORANGE
30,60,1,67,82,ORANGE
23,55,1,54,147,PEAR
30,68,1,66,98,GUAVA
24,67,0,57,28,BLUEBERRY
25,61,0,62,135,JAMUN
17,55,0,55,72,CHERRIES
24,67,1,53,33,APPLE
17,61,0,60,59,CHERRIES
14,61,1,60,172,BANANA
20,50,1,63,94,GRAPE
27,65,0,51,14,LEMON
26,56,0,68,37,LEMON
17,63,0,64,39,CHERRIES
16,60,0,60,80,CHERRIES
15,61,1,72,157,KIWI
16,50,1,79,47,POMEGRANATE
32,68,0,68,197,JAMUN
14,69,1,57,102,KIWI
23,61,1,75,22,APPLE
17,77,1,69,34,BANANA
30,69,1,67,70,ORANGE
16,68,1,64,27,GRAPE
24,68,1,68,48,APPLE
19,69,1,70,81,PEAR
20,70,0,52,68,BLUEBERRY
25,71,1,58,89,BANANA
28,62,1,70,95,DRAGONFRUIT
23,61,0,63,34,CHERRIES
18,62,1,51,108,KIWI
29,78,1,31,71,MANGO
28,80,1,50,64,DRAGONFRUIT
22,64,0,70,29,STRAWBERRY
20,55,0,67,67,CHERRIES
21,66,0,66,51,LEMON
24,56,0,72,23,LEMON
38,63,1,70,91,GRAPE
30,61,0,60,139,JAMUN
25,70,1,59,139,ORANGE
15,69,0,70,56,STRAWBERRY
21,61,1,69,36,APPLE
17,52,1,69,89,GRAPE
21,78,1,52,88,DRAGONFRUIT
15,70,1,74,70,KIWI
28,53,1,62,25,MOUSAMBI
16,56,0,70,87,STRAWBERRY
24,44,1,58,61,POMEGRANATE
23,73,1,51,79,DRAGONFRUIT
31,62,1,56,127,BANANA
16,55,1,67,191,PEAR
30,61,0,55,57,LEMON
28,72,1,70,16,GUAVA
23,53,1,51,46,MOUSAMBI
27,73,1,57,107,BANANA
16,76,1,68,175,BANANA
16,56,0,69,61,BLUEBERRY
26,79,0,60,83,JAMUN
35,71,1,70,98,BANANA
17,56,1,60,99,GRAPE
14,74,1,65,88,KIWI
22,58,0,63,27,CHERRIES
27,64,1,15,83,MANGO
25,62,0,61,47,BLUEBERRY
20,71,1,61,46,KIWI
29,58,1,59,60,ORANGE
28,58,0,65,14,BLUEBERRY
20,64,1,66,16,PEAR
22,72,1,62,68,DRAGONFRUIT
29,73,1,75,71,GUAVA
24,59,1,51,130,PEAR
30,79,1,65,110,GUAVA
20,51,0,73,26,BLUEBERRY
25,68,0,73,58,LEMON
21,66,1,65,186,GUAVA
27,50,1,51,54,MOUSAMBI
16,64,0,78,83,STRAWBERRY
30,67,1,62,76,GUAVA
32,60,1,78,70,POMEGRANATE
27,56,1,70,89,MOUSAMBI
21,67,1,54,44,APPLE
15,65,0,79,57,STRAWBERRY
30,63,1,52,122,GUAVA
20,60,1,60,77,GUAVA
30,80,1,64,22,GUAVA
16,58,1,69,125,PEAR
36,54,1,67,81,GRAPE
23,59,1,70,33,APPLE
25,65,1,53,138,ORANGE
27,64,1,68,82,MOUSAMBI
24,58,0,53,72,BLUEBERRY
23,52,1,74,31,MOUSAMBI
18,64,0,69,19,BLUEBERRY
25,53,0,51,42,LEMON
23,80,1,60,177,GUAVA
24,74,1,60,14,KIWI
33,62,0,78,132,JAMUN
24,65,0,53,18,CHERRIES
15,54,0,52,52,CHERRIES
15,66,1,66,119,BANANA
25,67,1,52,33,MOUSAMBI
15,42,1,53,100,POMEGRANATE
16,80,1,69,146,BANANA
28,51,1,73,21,MOUSAMBI
26,64,1,75,69,ORANGE
26,63,1,67,198,BANANA
27,56,0,66,25,LEMON
24,61,1,61,17,APPLE
16,68,1,62,195,PEAR
26,62,0,55,50,LEMON
28,56,0,70,94,LEMON
21,54,1,71,177,PEAR
22,66,1,53,20,APPLE
21,63,1,54,13,KIWI
30,67,1,69,146,ORANGE
21,65,1,53,26,APPLE
28,80,1,19,62,MANGO
23,70,1,59,17,APPLE
16,66,1,59,67,PEAR
22,50,0,69,27,LEMON
27,70,1,56,58,ORANGE
20,60,0,69,26,CHERRIES
24,55,1,51,26,APPLE
24,72,1,23,39,MANGO
15,51,1,60,54,PEAR
24,65,1,50,12,DRAGONFRUIT
30,67,0,62,89,BLUEBERRY
23,70,1,70,149,PEAR
18,63,0,56,86,CHERRIES
24,66,1,58,23,MOUSAMBI
26,55,1,74,49,ORANGE
16,56,1,62,85,GRAPE
26,61,1,70,75,DRAGONFRUIT
26,76,1,67,173,GUAVA
30,54,0,51,20,BLUEBERRY
24,65,1,68,35,MOUSAMBI
26,76,1,65,93,DRAGONFRUIT
29,71,0,80,117,JAMUN
18,61,0,66,52,CHERRIES
18,70,0,69,98,BLUEBERRY
21,55,1,51,140,PEAR
15,73,1,50,103,KIWI
23,79,1,53,181,KIWI
30,74,1,27,36,MANGO
30,62,1,60,17,MOUSAMBI
24,51,1,53,69,MOUSAMBI
20,59,0,55,73,CHERRIES
23,70,0,53,60,BLUEBERRY
23,68,0,53,22,LEMON
25,66,0,71,81,LEMON
20,50,1,66,84,MOUSAMBI
23,41,1,78,62,POMEGRANATE
15,64,1,58,107,KIWI
18,50,0,64,91,CHERRIES
29,66,1,19,100,MANGO
33,41,1,58,13,POMEGRANATE
28,59,1,54,146,ORANGE
22,57,0,66,20,CHERRIES
22,66,0,67,13,LEMON
28,53,1,58,39,ORANGE
28,52,0,75,93,LEMON
17,69,0,72,70,BLUEBERRY
19,60,0,73,26,CHERRIES
27,74,1,64,126,GUAVA
17,53,0,80,39,STRAWBERRY
23,55,1,64,35,POMEGRANATE
15,62,1,60,56,KIWI
27,77,1,70,61,DRAGONFRUIT
20,71,1,50,198,GUAVA
16,54,0,76,56,STRAWBERRY
19,54,0,71,43,STRAWBERRY
16,63,0,60,33,CHERRIES
35,60,0,75,166,JAMUN
29,55,0,58,69,LEMON
29,52,0,65,77,BLUEBERRY
24,67,0,72,17,STRAWBERRY
26,59,1,55,104,ORANGE
